Time,QueueSize,QueueOccupancy,DropProbability,RandomNumber,PacketDropped,PacketsDropped,PacketsForwarded,PacketsReceived
18.6,8,0.8,0.666667,0.143353,1,35,18,62
18.9,8,0.8,0.666667,0.537373,1,36,18,63
19.2,9,0.9,1,0.944669,0,36,18,64
19.3,8,0.8,0.666667,-1,0,36,19,64
19.5,9,0.9,1,0.758616,0,36,19,65
19.8,9,0.9,1,0.521848,1,37,19,66
20.1,9,0.9,1,0.105908,1,38,19,67
20.3,8,0.8,0.666667,-1,0,38,20,67
20.4,8,0.8,0.666667,0.414662,1,39,20,68
20.7,8,0.8,0.666667,0.4736,1,40,20,69
21,8,0.8,0.666667,0.264556,1,41,20,70
21.3,7,0.7,0.333333,-1,0,41,21,70
21.3,7,0.7,0.333333,0.186332,1,42,21,71
21.6,8,0.8,0.666667,0.774234,0,42,21,72
21.9,9,0.9,1,0.736918,0,42,21,73
22.2,9,0.9,1,0.45615,1,43,21,74
22.3,8,0.8,0.666667,-1,0,43,22,74
22.5,8,0.8,0.666667,0.21655,1,44,22,75
22.8,8,0.8,0.666667,0.568434,1,45,22,76
23.1,8,0.8,0.666667,0.135218,1,46,22,77
23.3,7,0.7,0.333333,-1,0,46,23,77
23.4,7,0.7,0.333333,0.0187898,1,47,23,78
23.7,7,0.7,0.333333,0.324141,1,48,23,79
24,8,0.8,0.666667,0.617636,0,48,23,80
24.3,7,0.7,0.333333,-1,0,48,24,80
24.3,7,0.7,0.333333,0.149675,1,49,24,81
24.6,8,0.8,0.666667,0.612096,0,49,24,82
24.9,8,0.8,0.666667,0.222321,1,50,24,83
25.2,8,0.8,0.666667,0.616934,1,51,24,84
25.3,7,0.7,0.333333,-1,0,51,25,84
25.5,8,0.8,0.666667,0.386489,0,51,25,85
25.8,9,0.9,1,0.943748,0,51,25,86
26.1,9,0.9,1,0.902598,1,52,25,87
26.3,8,0.8,0.666667,-1,0,52,26,87
26.4,9,0.9,1,0.68182,0,52,26,88
26.7,9,0.9,1,0.44995,1,53,26,89
27,9,0.9,1,0.359508,1,54,26,90
27.3,8,0.8,0.666667,-1,0,54,27,90
27.3,8,0.8,0.666667,0.613063,1,55,27,91
27.6,8,0.8,0.666667,0.437032,1,56,27,92
27.9,9,0.9,1,0.902349,0,56,27,93
28.2,9,0.9,1,0.697631,1,57,27,94
28.3,8,0.8,0.666667,-1,0,57,28,94
28.5,8,0.8,0.666667,0.0992804,1,58,28,95
28.8,8,0.8,0.666667,0.0602255,1,59,28,96
29.1,9,0.9,1,0.969809,0,59,28,97
29.3,8,0.8,0.666667,-1,0,59,29,97
29.4,9,0.9,1,0.666767,0,59,29,98
29.7,9,0.9,1,0.65314,1,60,29,99
30,9,0.9,1,0.670638,1,61,29,100
30.3,8,0.8,0.666667,-1,0,61,30,100
30.3,8,0.8,0.666667,0.17091,1,62,30,101
30.6,8,0.8,0.666667,0.210383,1,63,30,102
30.9,8,0.8,0.666667,0.358152,1,64,30,103
31.2,8,0.8,0.666667,0.128926,1,65,30,104
31.3,7,0.7,0.333333,-1,0,65,31,104
31.5,8,0.8,0.666667,0.750686,0,65,31,105
31.8,8,0.8,0.666667,0.315428,1,66,31,106
32.1,8,0.8,0.666667,0.607831,1,67,31,107
32.3,7,0.7,0.333333,-1,0,67,32,107
32.4,8,0.8,0.666667,0.363711,0,67,32,108
32.7,8,0.8,0.666667,0.325047,1,68,32,109
33,8,0.8,0.666667,0.570197,1,69,32,110
33.3,7,0.7,0.333333,-1,0,69,33,110
33.3,7,0.7,0.333333,0.0384254,1,70,33,111
33.6,8,0.8,0.666667,0.438602,0,70,33,112
33.9,8,0.8,0.666667,0.634274,1,71,33,113
34.2,9,0.9,1,0.988374,0,71,33,114
34.3,8,0.8,0.666667,-1,0,71,34,114
34.5,9,0.9,1,0.958949,0,71,34,115
34.8,9,0.9,1,0.102045,1,72,34,116
35.1,9,0.9,1,0.65279,1,73,34,117
35.3,8,0.8,0.666667,-1,0,73,35,117
35.4,8,0.8,0.666667,0.208877,1,74,35,118
35.7,8,0.8,0.666667,0.635059,1,75,35,119
36,8,0.8,0.666667,0.16131,1,76,35,120
36.3,7,0.7,0.333333,-1,0,76,36,120
36.3,8,0.8,0.666667,0.9953,0,76,36,121
36.6,8,0.8,0.666667,0.653108,1,77,36,122
36.9,8,0.8,0.666667,0.58185,1,78,36,123
37.2,8,0.8,0.666667,0.253292,1,79,36,124
37.3,7,0.7,0.333333,-1,0,79,37,124
37.5,8,0.8,0.666667,0.414369,0,79,37,125
37.8,8,0.8,0.666667,0.466311,1,80,37,126
38.1,8,0.8,0.666667,0.474698,1,81,37,127
38.3,7,0.7,0.333333,-1,0,81,38,127
38.4,7,0.7,0.333333,0.244426,1,82,38,128
38.7,8,0.8,0.666667,0.62351,0,82,38,129
39,8,0.8,0.666667,0.15897,1,83,38,130
39.3,7,0.7,0.333333,-1,0,83,39,130
39.3,8,0.8,0.666667,0.338008,0,83,39,131
39.6,8,0.8,0.666667,0.110375,1,84,39,132
39.9,9,0.9,1,0.674752,0,84,39,133
40.2,9,0.9,1,0.65633,1,85,39,134
40.3,8,0.8,0.666667,-1,0,85,40,134
40.5,8,0.8,0.666667,0.317202,1,86,40,135
40.8,8,0.8,0.666667,0.138183,1,87,40,136
41.1,9,0.9,1,0.778345,0,87,40,137
41.3,8,0.8,0.666667,-1,0,87,41,137
41.4,8,0.8,0.666667,0.196582,1,88,41,138
41.7,9,0.9,1,0.949571,0,88,41,139
42,9,0.9,1,0.368725,1,89,41,140
42.3,8,0.8,0.666667,-1,0,89,42,140
42.3,8,0.8,0.666667,0.662527,1,90,42,141
42.6,9,0.9,1,0.820993,0,90,42,142
42.9,9,0.9,1,0.0135716,1,91,42,143
43.2,9,0.9,1,0.0971013,1,92,42,144
43.3,8,0.8,0.666667,-1,0,92,43,144
43.5,8,0.8,0.666667,0.622846,1,93,43,145
43.8,9,0.9,1,0.837945,0,93,43,146
44.1,9,0.9,1,0.67366,1,94,43,147
44.3,8,0.8,0.666667,-1,0,94,44,147
44.4,8,0.8,0.666667,0.0960984,1,95,44,148
44.7,9,0.9,1,0.971945,0,95,44,149
45,9,0.9,1,0.976459,1,96,44,150
45.3,8,0.8,0.666667,-1,0,96,45,150
45.3,9,0.9,1,0.878193,0,96,45,151
45.6,9,0.9,1,0.468651,1,97,45,152
45.9,9,0.9,1,0.509624,1,98,45,153
46.2,9,0.9,1,0.976761,1,99,45,154
46.3,8,0.8,0.666667,-1,0,99,46,154
46.5,8,0.8,0.666667,0.0557147,1,100,46,155
46.8,8,0.8,0.666667,0.604846,1,101,46,156
47.1,8,0.8,0.666667,0.451159,1,102,46,157
47.3,7,0.7,0.333333,-1,0,102,47,157
47.4,8,0.8,0.666667,0.739264,0,102,47,158
47.7,8,0.8,0.666667,0.0199877,1,103,47,159
48,8,0.8,0.666667,0.0391878,1,104,47,160
48.3,7,0.7,0.333333,-1,0,104,48,160
48.3,8,0.8,0.666667,0.441711,0,104,48,161
48.6,8,0.8,0.666667,0.282807,1,105,48,162
48.9,9,0.9,1,0.979587,0,105,48,163
49.2,9,0.9,1,0.120197,1,106,48,164
49.3,8,0.8,0.666667,-1,0,106,49,164
49.5,8,0.8,0.666667,0.359444,1,107,49,165
49.8,8,0.8,0.666667,0.29614,1,108,49,166
50.1,8,0.8,0.666667,0.480894,1,109,49,167
50.3,7,0.7,0.333333,-1,0,109,50,167
50.4,7,0.7,0.333333,0.118728,1,110,50,168
50.7,8,0.8,0.666667,0.688661,0,110,50,169
51,8,0.8,0.666667,0.317983,1,111,50,170
51.3,7,0.7,0.333333,-1,0,111,51,170
51.3,8,0.8,0.666667,0.880476,0,111,51,171
51.6,8,0.8,0.666667,0.414263,1,112,51,172
51.9,9,0.9,1,0.918235,0,112,51,173
52.2,9,0.9,1,0.0641475,1,113,51,174
52.3,8,0.8,0.666667,-1,0,113,52,174
52.5,8,0.8,0.666667,0.216822,1,114,52,175
52.8,9,0.9,1,0.692472,0,114,52,176
53.1,9,0.9,1,0.565189,1,115,52,177
53.3,8,0.8,0.666667,-1,0,115,53,177
53.4,8,0.8,0.666667,0.566601,1,116,53,178
53.7,9,0.9,1,0.865103,0,116,53,179
54,9,0.9,1,0.265389,1,117,53,180
54.3,8,0.8,0.666667,-1,0,117,54,180
54.3,8,0.8,0.666667,0.508969,1,118,54,181
54.6,8,0.8,0.666667,0.523248,1,119,54,182
54.9,9,0.9,1,0.916723,0,119,54,183
55.2,9,0.9,1,0.0939405,1,120,54,184
55.3,8,0.8,0.666667,-1,0,120,55,184
55.5,9,0.9,1,0.921158,0,120,55,185
55.8,9,0.9,1,0.575946,1,121,55,186
56.1,9,0.9,1,0.0831125,1,122,55,187
56.3,8,0.8,0.666667,-1,0,122,56,187
56.4,9,0.9,1,0.929296,0,122,56,188
56.7,9,0.9,1,0.277719,1,123,56,189
57,9,0.9,1,0.318569,1,124,56,190
57.3,8,0.8,0.666667,-1,0,124,57,190
57.3,8,0.8,0.666667,0.0093567,1,125,57,191
57.6,9,0.9,1,0.66741,0,125,57,192
57.9,9,0.9,1,0.842342,1,126,57,193
58.2,9,0.9,1,0.131798,1,127,57,194
58.3,8,0.8,0.666667,-1,0,127,58,194
58.5,8,0.8,0.666667,0.647174,1,128,58,195
58.8,9,0.9,1,0.716327,0,128,58,196
59.1,9,0.9,1,0.841386,1,129,58,197
59.3,8,0.8,0.666667,-1,0,129,59,197
59.4,8,0.8,0.666667,0.289406,1,130,59,198
59.7,8,0.8,0.666667,0.26473,1,131,59,199
60,8,0.8,0.666667,0.183191,1,132,59,200
60.3,7,0.7,0.333333,-1,0,132,60,200
60.3,8,0.8,0.666667,0.397821,0,132,60,201
60.6,8,0.8,0.666667,0.586513,1,133,60,202
60.9,8,0.8,0.666667,0.552821,1,134,60,203
61.2,8,0.8,0.666667,0.0201076,1,135,60,204
61.3,7,0.7,0.333333,-1,0,135,61,204
61.5,7,0.7,0.333333,0.16494,1,136,61,205
61.8,8,0.8,0.666667,0.82894,0,136,61,206
62.1,8,0.8,0.666667,0.369808,1,137,61,207
62.3,7,0.7,0.333333,-1,0,137,62,207
62.4,7,0.7,0.333333,0.00469548,1,138,62,208
62.7,7,0.7,0.333333,0.146442,1,139,62,209
63,8,0.8,0.666667,0.677817,0,139,62,210
63.3,7,0.7,0.333333,-1,0,139,63,210
63.3,8,0.8,0.666667,0.569618,0,139,63,211
63.6,8,0.8,0.666667,0.270008,1,140,63,212
63.9,9,0.9,1,0.703737,0,140,63,213
64.2,9,0.9,1,0.735194,1,141,63,214
64.3,8,0.8,0.666667,-1,0,141,64,214
64.5,8,0.8,0.666667,0.288476,1,142,64,215
64.8,9,0.9,1,0.962189,0,142,64,216
65.1,9,0.9,1,0.433288,1,143,64,217
65.3,8,0.8,0.666667,-1,0,143,65,217
65.4,8,0.8,0.666667,0.248753,1,144,65,218
65.7,9,0.9,1,0.756107,0,144,65,219
66,9,0.9,1,0.576157,1,145,65,220
66.3,8,0.8,0.666667,-1,0,145,66,220
66.3,8,0.8,0.666667,0.396098,1,146,66,221
66.6,8,0.8,0.666667,0.592042,1,147,66,222
66.9,9,0.9,1,0.896038,0,147,66,223
67.2,9,0.9,1,0.572252,1,148,66,224
67.3,8,0.8,0.666667,-1,0,148,67,224
67.5,8,0.8,0.666667,0.638921,1,149,67,225
67.8,8,0.8,0.666667,0.223082,1,150,67,226
68.1,9,0.9,1,0.891554,0,150,67,227
68.3,8,0.8,0.666667,-1,0,150,68,227
68.4,9,0.9,1,0.952749,0,150,68,228
68.7,9,0.9,1,0.680056,1,151,68,229
69,9,0.9,1,0.447125,1,152,68,230
69.3,8,0.8,0.666667,-1,0,152,69,230
69.3,8,0.8,0.666667,0.449198,1,153,69,231
69.6,9,0.9,1,0.846409,0,153,69,232
69.9,9,0.9,1,0.978571,1,154,69,233
70.2,9,0.9,1,0.699479,1,155,69,234
70.3,8,0.8,0.666667,-1,0,155,70,234
70.5,8,0.8,0.666667,0.116202,1,156,70,235
70.8,8,0.8,0.666667,0.297437,1,157,70,236
71.1,9,0.9,1,0.767024,0,157,70,237
71.3,8,0.8,0.666667,-1,0,157,71,237
71.4,9,0.9,1,0.813798,0,157,71,238
71.7,9,0.9,1,0.41182,1,158,71,239
72,9,0.9,1,0.396506,1,159,71,240
72.3,8,0.8,0.666667,-1,0,159,72,240
72.3,9,0.9,1,0.675439,0,159,72,241
72.6,9,0.9,1,0.881103,1,160,72,242
72.9,9,0.9,1,0.249796,1,161,72,243
73.2,9,0.9,1,0.581273,1,162,72,244
73.3,8,0.8,0.666667,-1,0,162,73,244
73.5,8,0.8,0.666667,0.313218,1,163,73,245
73.8,9,0.9,1,0.881735,0,163,73,246
74.1,9,0.9,1,0.965416,1,164,73,247
74.3,8,0.8,0.666667,-1,0,164,74,247
74.4,9,0.9,1,0.692532,0,164,74,248
74.7,9,0.9,1,0.588465,1,165,74,249
75,9,0.9,1,0.725254,1,166,74,250
75.3,8,0.8,0.666667,-1,0,166,75,250
75.3,8,0.8,0.666667,0.659668,1,167,75,251
75.6,8,0.8,0.666667,0.501324,1,168,75,252
75.9,8,0.8,0.666667,0.533206,1,169,75,253
76.2,9,0.9,1,0.956084,0,169,75,254
76.3,8,0.8,0.666667,-1,0,169,76,254
76.5,8,0.8,0.666667,0.230533,1,170,76,255
76.8,8,0.8,0.666667,0.64399,1,171,76,256
77.1,8,0.8,0.666667,0.394869,1,172,76,257
77.3,7,0.7,0.333333,-1,0,172,77,257
77.4,8,0.8,0.666667,0.423855,0,172,77,258
77.7,8,0.8,0.666667,0.618809,1,173,77,259
78,8,0.8,0.666667,0.606393,1,174,77,260
78.3,7,0.7,0.333333,-1,0,174,78,260
78.3,8,0.8,0.666667,0.474868,0,174,78,261
78.6,8,0.8,0.666667,0.0191932,1,175,78,262
78.9,8,0.8,0.666667,0.470132,1,176,78,263
79.2,8,0.8,0.666667,0.301575,1,177,78,264
79.3,7,0.7,0.333333,-1,0,177,79,264
79.5,8,0.8,0.666667,0.716075,0,177,79,265
79.8,8,0.8,0.666667,0.660174,1,178,79,266
80.1,8,0.8,0.666667,0.287991,1,179,79,267
80.3,7,0.7,0.333333,-1,0,179,80,267
80.4,7,0.7,0.333333,0.290078,1,180,80,268
80.7,8,0.8,0.666667,0.383462,0,180,80,269
81,8,0.8,0.666667,0.618015,1,181,80,270
81.3,7,0.7,0.333333,-1,0,181,81,270
81.3,8,0.8,0.666667,0.74917,0,181,81,271
81.6,8,0.8,0.666667,0.428769,1,182,81,272
81.9,9,0.9,1,0.878452,0,182,81,273
82.2,9,0.9,1,0.135474,1,183,81,274
82.3,8,0.8,0.666667,-1,0,183,82,274
82.5,8,0.8,0.666667,0.102863,1,184,82,275
82.8,8,0.8,0.666667,0.298282,1,185,82,276
83.1,8,0.8,0.666667,0.0923739,1,186,82,277
83.3,7,0.7,0.333333,-1,0,186,83,277
83.4,8,0.8,0.666667,0.569965,0,186,83,278
83.7,8,0.8,0.666667,0.354047,1,187,83,279
84,8,0.8,0.666667,0.590873,1,188,83,280
84.3,7,0.7,0.333333,-1,0,188,84,280
84.3,8,0.8,0.666667,0.551816,0,188,84,281
84.6,8,0.8,0.666667,0.574325,1,189,84,282
84.9,8,0.8,0.666667,0.0336251,1,190,84,283
85.2,8,0.8,0.666667,0.653201,1,191,84,284
85.3,7,0.7,0.333333,-1,0,191,85,284
85.5,8,0.8,0.666667,0.968962,0,191,85,285
85.8,8,0.8,0.666667,0.652103,1,192,85,286
86.1,8,0.8,0.666667,0.320997,1,193,85,287
86.3,7,0.7,0.333333,-1,0,193,86,287
86.4,8,0.8,0.666667,0.431418,0,193,86,288
86.7,8,0.8,0.666667,0.221263,1,194,86,289
87,9,0.9,1,0.896547,0,194,86,290
87.3,8,0.8,0.666667,-1,0,194,87,290
87.3,8,0.8,0.666667,0.141264,1,195,87,291
87.6,8,0.8,0.666667,0.367562,1,196,87,292
87.9,8,0.8,0.666667,0.0972599,1,197,87,293
88.2,8,0.8,0.666667,0.435865,1,198,87,294
88.3,7,0.7,0.333333,-1,0,198,88,294
88.5,8,0.8,0.666667,0.984042,0,198,88,295
88.8,9,0.9,1,0.891923,0,198,88,296
89.1,9,0.9,1,0.260341,1,199,88,297
89.3,8,0.8,0.666667,-1,0,199,89,297
89.4,9,0.9,1,0.806194,0,199,89,298
89.7,9,0.9,1,0.537023,1,200,89,299
90,9,0.9,1,0.703889,1,201,89,300
90.3,8,0.8,0.666667,-1,0,201,90,300
90.3,8,0.8,0.666667,0.447926,1,202,90,301
90.6,8,0.8,0.666667,0.100227,1,203,90,302
90.9,8,0.8,0.666667,0.0995691,1,204,90,303
91.2,9,0.9,1,0.919483,0,204,90,304
91.3,8,0.8,0.666667,-1,0,204,91,304
91.5,8,0.8,0.666667,0.352312,1,205,91,305
91.8,9,0.9,1,0.714241,0,205,91,306
92.1,9,0.9,1,0.469249,1,206,91,307
92.3,8,0.8,0.666667,-1,0,206,92,307
92.4,9,0.9,1,0.998847,0,206,92,308
92.7,9,0.9,1,0.84114,1,207,92,309
93,9,0.9,1,0.149448,1,208,92,310
93.3,8,0.8,0.666667,-1,0,208,93,310
93.3,9,0.9,1,0.904648,0,208,93,311
93.6,9,0.9,1,0.868126,1,209,93,312
93.9,9,0.9,1,0.0375594,1,210,93,313
94.2,9,0.9,1,0.162493,1,211,93,314
94.3,8,0.8,0.666667,-1,0,211,94,314
94.5,8,0.8,0.666667,0.508315,1,212,94,315
94.8,8,0.8,0.666667,0.61556,1,213,94,316
95.1,8,0.8,0.666667,0.166848,1,214,94,317
95.3,7,0.7,0.333333,-1,0,214,95,317
95.4,7,0.7,0.333333,0.12382,1,215,95,318
95.7,8,0.8,0.666667,0.779051,0,215,95,319
96,9,0.9,1,0.848008,0,215,95,320
96.3,8,0.8,0.666667,-1,0,215,96,320
96.3,9,0.9,1,0.864933,0,215,96,321
96.6,9,0.9,1,0.807319,1,216,96,322
96.9,9,0.9,1,0.411397,1,217,96,323
97.2,9,0.9,1,0.569101,1,218,96,324
97.3,8,0.8,0.666667,-1,0,218,97,324
97.5,8,0.8,0.666667,0.139973,1,219,97,325
97.8,8,0.8,0.666667,0.407183,1,220,97,326
98.1,8,0.8,0.666667,0.0332224,1,221,97,327
98.3,7,0.7,0.333333,-1,0,221,98,327
98.4,7,0.7,0.333333,0.069167,1,222,98,328
98.7,8,0.8,0.666667,0.982575,0,222,98,329
99,9,0.9,1,0.697429,0,222,98,330
99.3,8,0.8,0.666667,-1,0,222,99,330
99.3,8,0.8,0.666667,0.373291,1,223,99,331
99.6,8,0.8,0.666667,0.453543,1,224,99,332
99.9,8,0.8,0.666667,0.420075,1,225,99,333
